date,province,confirmed,deaths,recovered
2020-10-11,GB,3937,90,3623
2020-10-11,Islamabad,17331,189,16367
2020-10-11,KPK,38348,1264,36591
2020-10-11,Punjab,100764,2258,96945
2020-10-11,Sindh,140294,2555,132933
2020-10-12,AJK,3131,78,2556
2020-10-12,Balochistan,15541,146,15220
2020-10-12,GB,3955,91,3643
2020-10-12,Islamabad,17428,189,16403
2020-10-12,KPK,38367,1264,36636
2020-10-12,Punjab,100892,2264,96959
2020-10-12,Sindh,140534,2556,133192
2020-10-13,AJK,3198,80,2573
2020-10-13,Balochistan,15577,146,15236
2020-10-13,GB,3965,90,3655
2020-10-13,Islamabad,17526,189,16448
2020-10-13,KPK,38427,1264,36702
2020-10-13,Punjab,101014,2270,96972
2020-10-13,Sindh,140756,2562,133494
2020-10-14,AJK,3258,80,2590
2020-10-14,Balochistan,15599,146,15268
2020-10-14,GB,3982,90,3654
2020-10-14,Islamabad,17681,191,16486
2020-10-14,KPK,38464,1264,36757
2020-10-14,Punjab,101237,2277,96989
2020-10-14,Sindh,140997,2566,133651
2020-10-15,AJK,3322,80,2590
2020-10-15,Balochistan,15621,146,15290
2020-10-15,GB,4016,90,3677
2020-10-15,Islamabad,17781,193,16550
2020-10-15,KPK,38521,1265,36816
2020-10-15,Punjab,101367,2279,97068
2020-10-15,Sindh,141249,2568,133844
2020-10-16,AJK,3398,81,2592
2020-10-16,Balochistan,15644,146,15299
2020-10-16,GB,4033,90,3685
2020-10-16,Islamabad,17913,194,16620
2020-10-16,KPK,38565,1265,36861
2020-10-16,Punjab,101425,2288,97089
2020-10-16,Sindh,141474,2574,134494
2020-10-17,AJK,3437,81,2594
2020-10-17,Balochistan,15669,147,15309
2020-10-17,GB,4047,90,3702
2020-10-17,Islamabad,17996,194,16672
2020-10-17,KPK,38598,1265,36899
2020-10-17,Punjab,101559,2298,97219
2020-10-17,Sindh,141713,2579,134674
2020-10-18,AJK,3498,82,2594
2020-10-18,Balochistan,15688,148,15330
2020-10-18,GB,4059,90,3714
2020-10-18,Islamabad,18069,195,16744
2020-10-18,KPK,38645,1265,36964
2020-10-18,Punjab,101652,2298,97238
2020-10-18,Sindh,141841,2581,134825
2020-10-20,AJK,3564,84,2835
2020-10-20,Balochistan,15717,148,15351
2020-10-20,GB,4091,90,3771
2020-10-20,Islamabad,18309,199,16888
2020-10-20,KPK,38779,1265,37064
2020-10-20,Punjab,101936,2319,97271
2020-10-20,Sindh,142348,2587,135494
2020-10-21,AJK,3639,84,2835
2020-10-21,Balochistan,15738,148,15375
2020-10-21,GB,4107,90,3786
2020-10-21,Islamabad,18438,201,16970
2020-10-21,KPK,38810,1266,37122
2020-10-21,Punjab,102107,2323,97289
2020-10-21,Sindh,142641,2590,135759
2020-10-22,AJK,3688,85,2835
2020-10-22,Balochistan,15767,148,15382
2020-10-22,GB,4127,90,3834
2020-10-22,Islamabad,18578,205,17050
2020-10-22,KPK,38886,1267,37142
2020-10-22,Punjab,102253,2329,97301
2020-10-22,Sindh,142917,2591,136102
2020-10-23,AJK,3748,86,2837
2020-10-23,Balochistan,15791,148,15386
2020-10-23,GB,4148,90,3853
2020-10-23,Islamabad,18764,207,17176
2020-10-23,KPK,38923,1268,37177
2020-10-23,Punjab,102467,2334,97316
2020-10-23,Sindh,143222,2594,136356
2020-10-24,AJK,3788,86,2839
2020-10-24,Balochistan,15801,148,15396
2020-10-24,GB,4167,90,3864
2020-10-24,Islamabad,18921,210,17311
2020-10-24,KPK,39015,1269,37227
2020-10-24,Punjab,102677,2335,97336
2020-10-24,Sindh,143526,2598,136518
2020-10-25,AJK,3846,87,3045
2020-10-25,Balochistan,15810,148,15435
2020-10-25,GB,4180,90,3878
2020-10-25,Islamabad,19012,212,17454
2020-10-25,KPK,39043,1269,37261
2020-10-25,Punjab,102875,2335,97348
2020-10-25,Sindh,143836,2598,136654
2020-10-26,AJK,3849,87,3045
2020-10-26,Balochistan,15839,149,15459
2020-10-26,GB,4191,91,3928
2020-10-26,Islamabad,19181,213,17501
2020-10-26,KPK,39119,1270,37306
2020-10-26,Punjab,103082,2336,97361
2020-10-26,Sindh,144114,2599,136840
2020-10-27,AJK,3889,87,3045
2020-10-27,Balochistan,15859,149,15478
2020-10-27,GB,4200,92,3939
2020-10-27,Islamabad,19300,214,17547
2020-10-27,KPK,39189,1271,37380
2020-10-27,Punjab,103314,2342,97384
2020-10-27,Sindh,144449,2604,137041
2020-10-28,AJK,3938,88,3045
2020-10-28,Balochistan,15876,149,15496
2020-10-28,GB,4211,92,3946
2020-10-28,Islamabad,19454,215,17648
2020-10-28,KPK,39277,1273,37437
2020-10-28,Punjab,103587,2347,97410
2020-10-28,Sindh,144765,2611,137656
2020-10-29,AJK,4046,89,3049
2020-10-29,Balochistan,15887,149,15522
2020-10-29,GB,4229,92,3972
2020-10-29,Islamabad,19594,215,17753
2020-10-29,KPK,39361,1276,37463
2020-10-29,Punjab,103831,2354,97422
2020-10-29,Sindh,145238,2620,138346
2020-10-30,AJK,4082,90,3249
2020-10-30,Balochistan,15896,149,15545
2020-10-30,GB,4248,92,3984
2020-10-30,Islamabad,19818,217,17905
2020-10-30,KPK,39458,1276,37524
2020-10-30,Punjab,104016,2357,97431
2020-10-30,Sindh,145475,2625,138428
2020-10-31,AJK,4133,92,3249
2020-10-31,Balochistan,15920,151,15553
2020-10-31,GB,4261,92,3986
2020-10-31,Islamabad,19970,222,18059
2020-10-31,KPK,39564,1277,37583
2020-10-31,Punjab,104271,2362,97456
2020-10-31,Sindh,145851,2627,138669
2020-11-01,AJK,4237,95,3360
2020-11-01,Balochistan,15954,151,15569
2020-11-01,GB,4279,92,3986
2020-11-01,Islamabad,20089,222,18209
2020-11-01,KPK,39649,1279,37642
2020-11-01,Punjab,104554,2365,97471
2020-11-01,Sindh,146331,2631,138779
2020-11-02,AJK,4330,98,3414
2020-11-02,Balochistan,15977,152,15591
2020-11-02,GB,4293,92,4017
2020-11-02,Islamabad,20243,222,18261
2020-11-02,KPK,39749,1280,37691
2020-11-02,Punjab,104894,2372,97498
2020-11-02,Sindh,146774,2633,138974
2020-11-03,AJK,4415,99,3428
2020-11-03,Balochistan,16000,152,15619
2020-11-03,GB,4306,92,4040
2020-11-03,Islamabad,20471,224,18378
2020-11-03,KPK,39889,1281,37804
2020-11-03,Punjab,105197,2380,97515
2020-11-03,Sindh,147295,2639,139276
2020-11-04,AJK,4491,104,3481
2020-11-04,Balochistan,16026,152,15633
2020-11-04,GB,4320,92,4058
2020-11-04,Islamabad,20694,229,18505
2020-11-04,KPK,40022,1284,37823
2020-11-04,Punjab,105535,2385,97532
2020-11-04,Sindh,147787,2647,139633
2020-11-05,AJK,4572,107,3505
2020-11-05,Balochistan,16033,152,15660
2020-11-05,GB,4332,92,4070
2020-11-05,Islamabad,20967,231,18570
2020-11-05,KPK,40148,1287,37866
2020-11-05,Punjab,105856,2390,97549
2020-11-05,Sindh,148343,2664,139866
2020-11-06,AJK,4652,107,3576
2020-11-06,Balochistan,16041,153,15680
2020-11-06,GB,4343,93,4084
2020-11-06,Islamabad,21302,236,18786
2020-11-06,KPK,40285,1288,37955
2020-11-06,Punjab,106208,2399,97584
2020-11-06,Sindh,148922,2667,140233
2020-11-07,AJK,4703,109,3624
2020-11-07,Balochistan,16055,154,15683
2020-11-07,GB,4358,93,4096
2020-11-07,Islamabad,21557,238,18971
2020-11-07,KPK,40397,1288,38021
2020-11-07,Punjab,106577,2407,97614
2020-11-07,Sindh,149542,2679,140408
2020-11-08,AJK,4758,109,3654
2020-11-08,Balochistan,16106,154,15700
2020-11-08,GB,4366,93,4114
2020-11-08,Islamabad,21861,241,19120
2020-11-08,KPK,40657,1288,38105
2020-11-08,Punjab,106922,2408,97638
2020-11-08,Sindh,150169,2684,140550
2020-11-09,AJK,4830,112,3686
2020-11-09,Balochistan,16152,154,15721
2020-11-09,GB,4378,93,4122
2020-11-09,Islamabad,22110,244,19271
2020-11-09,KPK,40843,1290,38168
2020-11-09,Punjab,107329,2420,97651
2020-11-09,Sindh,150834,2687,140812
2020-11-10,AJK,4911,114,3712
2020-11-10,Balochistan,16195,154,15743
2020-11-10,GB,4394,93,4156
2020-11-10,Islamabad,22432,247,19443
2020-11-10,KPK,41069,1294,38342
2020-11-10,Punjab,107831,2429,97672
2020-11-10,Sindh,151352,2690,140997
2020-11-11,AJK,5041,116,3759
2020-11-11,Balochistan,16226,154,15780
2020-11-11,GB,4409,93,4162
2020-11-11,Islamabad,22765,248,19604
2020-11-11,KPK,41258,1302,38426
2020-11-11,Punjab,108221,2438,97672
2020-11-11,Sindh,152072,2704,141446
2020-11-12,AJK,5139,118,3812
2020-11-12,Balochistan,16274,155,15782
2020-11-12,GB,4416,93,4183
2020-11-12,Islamabad,23122,250,19808
2020-11-12,KPK,41472,1303,38526
2020-11-12,Punjab,108822,2455,97692
2020-11-12,Sindh,153051,2718,141760
2020-11-13,AJK,5261,119,3882
2020-11-13,Balochistan,16328,155,15801
2020-11-13,GB,4434,93,4188
2020-11-13,Islamabad,23533,253,20036
2020-11-13,KPK,41723,1305,38694
2020-11-13,Punjab,109309,2462,97731
2020-11-13,Sindh,153873,2722,142082
2020-11-14,AJK,5349,119,3945
2020-11-14,Balochistan,16393,156,15817
2020-11-14,GB,4447,93,4192
2020-11-14,Islamabad,23994,255,20274
2020-11-14,KPK,41990,1309,38824
2020-11-14,Punjab,109993,2471,97756
2020-11-14,Sindh,154738,2738,142417
2020-11-15,AJK,5455,121,4007
2020-11-15,Balochistan,16407,156,15852
2020-11-15,GB,4452,93,4203
2020-11-15,Islamabad,24218,257,20274
2020-11-15,KPK,42370,1311,39005
2020-11-15,Punjab,110450,2475,97776
2020-11-15,Sindh,155680,2747,142707
2020-11-16,AJK,5538,126,4076
2020-11-16,Balochistan,16449,156,15902
2020-11-16,GB,4461,93,4207
2020-11-16,Islamabad,24444,260,20498
2020-11-16,KPK,42615,1315,39110
2020-11-16,Punjab,111047,2492,97789
2020-11-16,Sindh,156528,2751,143252
2020-11-17,AJK,5640,131,4147
2020-11-17,Balochistan,16529,156,15917
2020-11-17,GB,4467,93,4221
2020-11-17,Islamabad,24871,263,20708
2020-11-17,KPK,42815,1318,39319
2020-11-17,Punjab,111626,2509,97824
2020-11-17,Sindh,157432,2760,143652
2020-11-18,AJK,5690,132,4210
2020-11-18,Balochistan,16582,157,15942
2020-11-18,GB,4482,93,4244
2020-11-18,Islamabad,25278,265,20914
2020-11-18,KPK,43052,1318,39462
2020-11-18,Punjab,112284,2519,97846
2020-11-18,Sindh,158559,2764,144056
2020-11-19,AJK,5806,134,4262
2020-11-19,Balochistan,16642,158,15961
2020-11-19,GB,4494,93,4244
2020-11-19,Islamabad,25719,266,21222
2020-11-19,KPK,43359,1319,39647
2020-11-19,Punjab,112893,2811,97890
2020-11-19,Sindh,159752,2780,144316
2020-11-20,AJK,5911,134,4318
2020-11-20,Balochistan,16699,158,15972
2020-11-20,GB,4506,93,4266
2020-11-20,Islamabad,26177,270,21486
2020-11-20,KPK,43730,1323,39818
2020-11-20,Punjab,113457,2826,97928
2020-11-20,Sindh,161028,2799,145143
2020-11-21,AJK,6000,140,4410
2020-11-21,Balochistan,16744,161,15990
2020-11-21,GB,4526,94,4270
2020-11-21,Islamabad,26569,278,21712
2020-11-21,KPK,44097,1325,39930
2020-11-21,Punjab,114010,2848,97991
2020-11-21,Sindh,162227,2816,145525
2020-11-22,AJK,6123,144,4498
2020-11-22,Balochistan,16810,161,16031
2020-11-22,GB,4542,95,4288
2020-11-22,Islamabad,27018,279,21806
2020-11-22,KPK,44599,1327,40235
2020-11-22,Punjab,114508,2861,98019
2020-11-22,Sindh,163329,2829,146008
2020-11-23,AJK,6203,147,4584
2020-11-23,Balochistan,16846,163,16061
2020-11-23,GB,4558,95,4303
2020-11-23,Islamabad,27555,285,21990
2020-11-23,KPK,44932,1330,40422
2020-11-23,Punjab,115138,2879,98034
2020-11-23,Sindh,164651,2845,146366
2020-11-24,AJK,6316,151,4681
2020-11-24,Balochistan,16891,164,16093
2020-11-24,GB,4573,96,4317
2020-11-24,Islamabad,27979,291,22138
2020-11-24,KPK,45314,1339,40707
2020-11-24,Punjab,115786,2904,98081
2020-11-24,Sindh,166033,2858,146957
2020-11-25,AJK,6403,152,4782
2020-11-25,Balochistan,16942,165,16153
2020-11-25,GB,4583,96,4319
2020-11-25,Islamabad,28555,297,22451
2020-11-25,KPK,45828,1344,40978
2020-11-25,Punjab,116506,2923,98145
2020-11-25,Sindh,167381,2866,147564
2020-11-28,AJK,6682,164,5076
2020-11-28,Balochistan,17101,166,16257
2020-11-28,GB,4637,97,4365
2020-11-28,Islamabad,29782,309,23399
2020-11-28,KPK,46877,1359,41617
2020-11-28,Punjab,118511,2979,98331
2020-11-28,Sindh,171595,2911,150765
2020-11-29,AJK,6855,165,5190
2020-11-29,Balochistan,17158,166,16341
2020-11-29,GB,4649,97,4382
2020-11-29,Islamabad,30123,314,23736
2020-11-29,KPK,47190,1368,41800
2020-11-29,Punjab,119035,2991,98445
2020-11-29,Sindh,173014,2924,151529
2020-11-30,AJK,6933,169,5283
2020-11-30,Balochistan,17187,167,16414
2020-11-30,GB,4658,97,4382
2020-11-30,Islamabad,30406,318,24143
2020-11-30,KPK,47370,1369,41864
2020-11-30,Punjab,119578,3036,98601
2020-11-30,Sindh,174350,2935,152599
2020-12-01,AJK,6982,173,5363
2020-12-01,Balochistan,17215,169,16466
2020-12-01,GB,4667,97,4393
2020-12-01,Islamabad,30748,324,24546
2020-12-01,KPK,47701,1375,42130
2020-12-01,Punjab,120356,3066,98825
2020-12-01,Sindh,175642,2962,153642
