Datums;AdministrativiTeritorialasVienibasNosaukums;ATVK;ApstiprinataCOVID19infekcija;AktivaCOVID19infekcija;;;
2020.06.19.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.06.19.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
2020.06.19.;Ilūkstes novads;0440801;0;0;;;
2020.06.19.;Inčukalna novads;0801800;0;0;;;
2020.06.19.;Jaunjelgavas novads;0321000;0;0;;;
2020.06.19.;Jaunpiebalgas novads;0425700;0;0;;;
2020.06.19.;Jaunpils novads;0905700;0;0;;;
2020.06.19.;Jelgava;0090000;27;no 1 līdz 5;;;
2020.06.19.;Jelgavas novads;0540200;8;no 1 līdz 5;;;
2020.06.19.;Jēkabpils;0110000;no 1 līdz 5;0;;;
2020.06.19.;Jēkabpils novads;0560200;0;0;;;
2020.06.19.;Jūrmala;0130000;39;no 1 līdz 5;;;
2020.06.19.;Kandavas novads;0901201;0;0;;;
2020.06.19.;Kārsavas novads;0681000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Kocēnu novads;0960200;13;6;;;
2020.06.19.;Kokneses novads;0326100;no 1 līdz 5;0;;;
2020.06.19.;Krāslavas novads;0600202;0;0;;;
2020.06.19.;Krimuldas novads;0806900;0;0;;;
2020.06.19.;Krustpils novads;0566900;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Kuldīgas novads;0620200;6;no 1 līdz 5;;;
2020.06.19.;Ķeguma novads;0741001;no 1 līdz 5;0;;;
2020.06.19.;Ķekavas novads;0800800;19;no 1 līdz 5;;;
2020.06.19.;Lielvārdes novads;0741401;10;no 1 līdz 5;;;
2020.06.19.;Liepāja;0170000;26;no 1 līdz 5;;;
2020.06.19.;Limbažu novads;0660200;15;no 1 līdz 5;;;
2020.06.19.;Līgatnes novads;0421200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Līvānu novads;0761201;0;0;;;
2020.06.19.;Lubānas novads;0701400;0;0;;;
2020.06.19.;Ludzas novads;0680200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Madonas novads;0700200;0;0;;;
2020.06.19.;Mazsalacas novads;0961000;no 1 līdz 5;0;;;
2020.06.19.;Mālpils novads;0807400;no 1 līdz 5;0;;;
2020.06.19.;Mārupes novads;0807600;14;no 1 līdz 5;;;
2020.06.19.;Mērsraga novads;0887600;no 1 līdz 5;0;;;
2020.06.19.;Naukšēnu novads;0967300;0;0;;;
2020.06.19.;Neretas novads;0327100;no 1 līdz 5;0;;;
2020.06.19.;Nīcas novads;0647900;0;0;;;
2020.06.19.;Ogres novads;0740202;9;0;;;
2020.06.19.;Olaines novads;0801000;10;0;;;
2020.06.19.;Ozolnieku novads;0546701;10;no 1 līdz 5;;;
2020.06.19.;Pārgaujas novads;0427500;no 1 līdz 5;0;;;
2020.06.19.;Pāvilostas novads;0641401;0;0;;;
2020.06.19.;Pļaviņu novads;0321400;0;0;;;
2020.06.19.;Preiļu novads;0760202;no 1 līdz 5;0;;;
2020.06.19.;Priekules novads;0641600;no 1 līdz 5;0;;;
2020.06.19.;Priekuļu novads;0427300;46;39;;;
2020.06.19.;Raunas novads;0427700;no 1 līdz 5;0;;;
2020.06.19.;Rēzekne;0210000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Rēzeknes novads;0780200;no 1 līdz 5;0;;;
2020.06.19.;Riebiņu novads;0766300;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Rīga;0010000;566;58;;;
2020.06.19.;Rojas novads;0888301;0;0;;;
2020.06.19.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.06.19.;Rucavas novads;0648500;0;0;;;
2020.06.19.;Rugāju novads;0387500;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Rundāles novads;0407700;0;0;;;
2020.06.19.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.06.19.;Salacgrīvas novads;0661400;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Salas novads;0568700;0;0;;;
2020.06.19.;Salaspils novads;0801200;21;no 1 līdz 5;;;
2020.06.19.;Saldus novads;0840200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Saulkrastu novads;0801400;no 1 līdz 5;0;;;
2020.06.19.;Sējas novads;0809200;no 1 līdz 5;0;;;
2020.06.19.;Siguldas novads;0801601;11;no 1 līdz 5;;;
2020.06.19.;Skrīveru novads;0328200;no 1 līdz 5;0;;;
2020.06.19.;Skrundas novads;0621200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Smiltenes novads;0941600;13;no 1 līdz 5;;;
2020.06.19.;Stopiņu novads;0809600;14;no 1 līdz 5;;;
2020.06.19.;Strenču novads;0941800;0;0;;;
2020.06.19.;Talsu novads;0880200;no 1 līdz 5;0;;;
2020.06.19.;Tērvetes novads;0468900;0;0;;;
2020.06.19.;Tukuma novads;0900200;6;no 1 līdz 5;;;
2020.06.19.;Vaiņodes novads;0649300;0;0;;;
2020.06.19.;Valkas novads;0940200;no 1 līdz 5;0;;;
2020.06.19.;Valmiera;0250000;29;6;;;
2020.06.19.;Varakļānu novads;0701800;0;0;;;
2020.06.19.;Vārkavas novads;0769101;0;0;;;
2020.06.19.;Vecpiebalgas novads;0429300;no 1 līdz 5;no 1 līdz 5;;;
2020.06.19.;Vecumnieku novads;0409500;no 1 līdz 5;0;;;
2020.06.19.;Ventspils;0270000;no 1 līdz 5;0;;;
2020.06.19.;Ventspils novads;0980200;no 1 līdz 5;0;;;
2020.06.19.;Viesītes novads;0561800;0;0;;;
2020.06.19.;Viļakas novads;0381600;0;0;;;
2020.06.19.;Viļānu novads;0781800;0;0;;;
2020.06.19.;Zilupes novads;0681801;0;0;;;
2020.06.20.;Adrese nav norādīta;Nav;0;0;;;
2020.06.20.;Aglonas novads;0604300;0;0;;;
2020.06.20.;Aizkraukles novads;0320200;7;0;;;
2020.06.20.;Aizputes novads;0640600;no 1 līdz 5;0;;;
2020.06.20.;Aknīstes novads;0560800;0;0;;;
2020.06.20.;Alojas novads;0661000;no 1 līdz 5;0;;;
2020.06.20.;Alsungas novads;0624200;no 1 līdz 5;0;;;
2020.06.20.;Alūksnes novads;0360200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Amatas novads;0424701;no 1 līdz 5;0;;;
2020.06.20.;Apes novads;0360800;0;0;;;
2020.06.20.;Auces novads;0460800;0;0;;;
2020.06.20.;Ādažu novads;0804400;no 1 līdz 5;0;;;
2020.06.20.;Babītes novads;0804900;11;0;;;
2020.06.20.;Baldones novads;0800600;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Baltinavas novads;0384400;0;0;;;
2020.06.20.;Balvu novads;0380200;0;0;;;
2020.06.20.;Bauskas novads;0400200;17;9;;;
2020.06.20.;Beverīnas novads;0964700;no 1 līdz 5;0;;;
2020.06.20.;Brocēnu novads;0840601;0;0;;;
2020.06.20.;Burtnieku novads;0967101;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Carnikavas novads;0805200;no 1 līdz 5;0;;;
2020.06.20.;Cesvaines novads;0700800;0;0;;;
2020.06.20.;Cēsu novads;0420200;8;no 1 līdz 5;;;
2020.06.20.;Ciblas novads;0684901;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Dagdas novads;0601000;no 1 līdz 5;0;;;
2020.06.20.;Daugavpils;0050000;14;no 1 līdz 5;;;
2020.06.20.;Daugavpils novads;0440200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Dobeles novads;0460200;no 1 līdz 5;0;;;
2020.06.20.;Dundagas novads;0885100;0;0;;;
2020.06.20.;Durbes novads;0640801;no 1 līdz 5;0;;;
2020.06.20.;Engures novads;0905100;no 1 līdz 5;0;;;
2020.06.20.;Ērgļu novads;0705500;0;0;;;
2020.06.20.;Garkalnes novads;0806000;12;no 1 līdz 5;;;
2020.06.20.;Grobiņas novads;0641000;no 1 līdz 5;0;;;
2020.06.20.;Gulbenes novads;0500200;0;0;;;
2020.06.20.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.06.20.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
2020.06.20.;Ilūkstes novads;0440801;0;0;;;
2020.06.20.;Inčukalna novads;0801800;0;0;;;
2020.06.20.;Jaunjelgavas novads;0321000;0;0;;;
2020.06.20.;Jaunpiebalgas novads;0425700;0;0;;;
2020.06.20.;Jaunpils novads;0905700;0;0;;;
2020.06.20.;Jelgava;0090000;27;no 1 līdz 5;;;
2020.06.20.;Jelgavas novads;0540200;8;no 1 līdz 5;;;
2020.06.20.;Jēkabpils;0110000;no 1 līdz 5;0;;;
2020.06.20.;Jēkabpils novads;0560200;0;0;;;
2020.06.20.;Jūrmala;0130000;39;no 1 līdz 5;;;
2020.06.20.;Kandavas novads;0901201;0;0;;;
2020.06.20.;Kārsavas novads;0681000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Kocēnu novads;0960200;13;6;;;
2020.06.20.;Kokneses novads;0326100;no 1 līdz 5;0;;;
2020.06.20.;Krāslavas novads;0600202;0;0;;;
2020.06.20.;Krimuldas novads;0806900;0;0;;;
2020.06.20.;Krustpils novads;0566900;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Kuldīgas novads;0620200;6;no 1 līdz 5;;;
2020.06.20.;Ķeguma novads;0741001;no 1 līdz 5;0;;;
2020.06.20.;Ķekavas novads;0800800;19;no 1 līdz 5;;;
2020.06.20.;Lielvārdes novads;0741401;10;no 1 līdz 5;;;
2020.06.20.;Liepāja;0170000;26;no 1 līdz 5;;;
2020.06.20.;Limbažu novads;0660200;15;no 1 līdz 5;;;
2020.06.20.;Līgatnes novads;0421200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Līvānu novads;0761201;0;0;;;
2020.06.20.;Lubānas novads;0701400;0;0;;;
2020.06.20.;Ludzas novads;0680200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Madonas novads;0700200;0;0;;;
2020.06.20.;Mazsalacas novads;0961000;no 1 līdz 5;0;;;
2020.06.20.;Mālpils novads;0807400;no 1 līdz 5;0;;;
2020.06.20.;Mārupes novads;0807600;14;no 1 līdz 5;;;
2020.06.20.;Mērsraga novads;0887600;no 1 līdz 5;0;;;
2020.06.20.;Naukšēnu novads;0967300;0;0;;;
2020.06.20.;Neretas novads;0327100;no 1 līdz 5;0;;;
2020.06.20.;Nīcas novads;0647900;0;0;;;
2020.06.20.;Ogres novads;0740202;9;0;;;
2020.06.20.;Olaines novads;0801000;10;0;;;
2020.06.20.;Ozolnieku novads;0546701;10;no 1 līdz 5;;;
2020.06.20.;Pārgaujas novads;0427500;no 1 līdz 5;0;;;
2020.06.20.;Pāvilostas novads;0641401;0;0;;;
2020.06.20.;Pļaviņu novads;0321400;0;0;;;
2020.06.20.;Preiļu novads;0760202;no 1 līdz 5;0;;;
2020.06.20.;Priekules novads;0641600;no 1 līdz 5;0;;;
2020.06.20.;Priekuļu novads;0427300;46;39;;;
2020.06.20.;Raunas novads;0427700;no 1 līdz 5;0;;;
2020.06.20.;Rēzekne;0210000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Rēzeknes novads;0780200;no 1 līdz 5;0;;;
2020.06.20.;Riebiņu novads;0766300;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Rīga;0010000;566;59;;;
2020.06.20.;Rojas novads;0888301;0;0;;;
2020.06.20.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.06.20.;Rucavas novads;0648500;0;0;;;
2020.06.20.;Rugāju novads;0387500;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Rundāles novads;0407700;0;0;;;
2020.06.20.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.06.20.;Salacgrīvas novads;0661400;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Salas novads;0568700;0;0;;;
2020.06.20.;Salaspils novads;0801200;21;no 1 līdz 5;;;
2020.06.20.;Saldus novads;0840200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Saulkrastu novads;0801400;no 1 līdz 5;0;;;
2020.06.20.;Sējas novads;0809200;no 1 līdz 5;0;;;
2020.06.20.;Siguldas novads;0801601;11;no 1 līdz 5;;;
2020.06.20.;Skrīveru novads;0328200;no 1 līdz 5;0;;;
2020.06.20.;Skrundas novads;0621200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Smiltenes novads;0941600;13;no 1 līdz 5;;;
2020.06.20.;Stopiņu novads;0809600;14;no 1 līdz 5;;;
2020.06.20.;Strenču novads;0941800;0;0;;;
2020.06.20.;Talsu novads;0880200;no 1 līdz 5;0;;;
2020.06.20.;Tērvetes novads;0468900;0;0;;;
2020.06.20.;Tukuma novads;0900200;6;no 1 līdz 5;;;
2020.06.20.;Vaiņodes novads;0649300;0;0;;;
2020.06.20.;Valkas novads;0940200;no 1 līdz 5;0;;;
2020.06.20.;Valmiera;0250000;29;6;;;
2020.06.20.;Varakļānu novads;0701800;0;0;;;
2020.06.20.;Vārkavas novads;0769101;0;0;;;
2020.06.20.;Vecpiebalgas novads;0429300;no 1 līdz 5;no 1 līdz 5;;;
2020.06.20.;Vecumnieku novads;0409500;no 1 līdz 5;0;;;
2020.06.20.;Ventspils;0270000;no 1 līdz 5;0;;;
2020.06.20.;Ventspils novads;0980200;no 1 līdz 5;0;;;
2020.06.20.;Viesītes novads;0561800;0;0;;;
2020.06.20.;Viļakas novads;0381600;0;0;;;
2020.06.20.;Viļānu novads;0781800;0;0;;;
2020.06.20.;Zilupes novads;0681801;0;0;;;
2020.06.21.;Adrese nav norādīta;Nav;0;0;;;
2020.06.21.;Aglonas novads;0604300;0;0;;;
2020.06.21.;Aizkraukles novads;0320200;7;0;;;
2020.06.21.;Aizputes novads;0640600;no 1 līdz 5;0;;;
2020.06.21.;Aknīstes novads;0560800;0;0;;;
2020.06.21.;Alojas novads;0661000;no 1 līdz 5;0;;;
2020.06.21.;Alsungas novads;0624200;no 1 līdz 5;0;;;
2020.06.21.;Alūksnes novads;0360200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Amatas novads;0424701;no 1 līdz 5;0;;;
2020.06.21.;Apes novads;0360800;0;0;;;
2020.06.21.;Auces novads;0460800;0;0;;;
2020.06.21.;Ādažu novads;0804400;no 1 līdz 5;0;;;
2020.06.21.;Babītes novads;0804900;11;0;;;
2020.06.21.;Baldones novads;0800600;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Baltinavas novads;0384400;0;0;;;
2020.06.21.;Balvu novads;0380200;0;0;;;
2020.06.21.;Bauskas novads;0400200;17;9;;;
2020.06.21.;Beverīnas novads;0964700;no 1 līdz 5;0;;;
2020.06.21.;Brocēnu novads;0840601;0;0;;;
2020.06.21.;Burtnieku novads;0967101;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Carnikavas novads;0805200;no 1 līdz 5;0;;;
2020.06.21.;Cesvaines novads;0700800;0;0;;;
2020.06.21.;Cēsu novads;0420200;8;no 1 līdz 5;;;
2020.06.21.;Ciblas novads;0684901;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Dagdas novads;0601000;no 1 līdz 5;0;;;
2020.06.21.;Daugavpils;0050000;14;no 1 līdz 5;;;
2020.06.21.;Daugavpils novads;0440200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Dobeles novads;0460200;no 1 līdz 5;0;;;
2020.06.21.;Dundagas novads;0885100;0;0;;;
2020.06.21.;Durbes novads;0640801;no 1 līdz 5;0;;;
2020.06.21.;Engures novads;0905100;no 1 līdz 5;0;;;
2020.06.21.;Ērgļu novads;0705500;0;0;;;
2020.06.21.;Garkalnes novads;0806000;12;no 1 līdz 5;;;
2020.06.21.;Grobiņas novads;0641000;no 1 līdz 5;0;;;
2020.06.21.;Gulbenes novads;0500200;0;0;;;
2020.06.21.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.06.21.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
2020.06.21.;Ilūkstes novads;0440801;0;0;;;
2020.06.21.;Inčukalna novads;0801800;0;0;;;
2020.06.21.;Jaunjelgavas novads;0321000;0;0;;;
2020.06.21.;Jaunpiebalgas novads;0425700;0;0;;;
2020.06.21.;Jaunpils novads;0905700;0;0;;;
2020.06.21.;Jelgava;0090000;27;no 1 līdz 5;;;
2020.06.21.;Jelgavas novads;0540200;8;no 1 līdz 5;;;
2020.06.21.;Jēkabpils;0110000;no 1 līdz 5;0;;;
2020.06.21.;Jēkabpils novads;0560200;0;0;;;
2020.06.21.;Jūrmala;0130000;39;no 1 līdz 5;;;
2020.06.21.;Kandavas novads;0901201;0;0;;;
2020.06.21.;Kārsavas novads;0681000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Kocēnu novads;0960200;13;6;;;
2020.06.21.;Kokneses novads;0326100;no 1 līdz 5;0;;;
2020.06.21.;Krāslavas novads;0600202;0;0;;;
2020.06.21.;Krimuldas novads;0806900;0;0;;;
2020.06.21.;Krustpils novads;0566900;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Kuldīgas novads;0620200;6;no 1 līdz 5;;;
2020.06.21.;Ķeguma novads;0741001;no 1 līdz 5;0;;;
2020.06.21.;Ķekavas novads;0800800;19;no 1 līdz 5;;;
2020.06.21.;Lielvārdes novads;0741401;10;no 1 līdz 5;;;
2020.06.21.;Liepāja;0170000;26;no 1 līdz 5;;;
2020.06.21.;Limbažu novads;0660200;15;no 1 līdz 5;;;
2020.06.21.;Līgatnes novads;0421200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Līvānu novads;0761201;0;0;;;
2020.06.21.;Lubānas novads;0701400;0;0;;;
2020.06.21.;Ludzas novads;0680200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Madonas novads;0700200;0;0;;;
2020.06.21.;Mazsalacas novads;0961000;no 1 līdz 5;0;;;
2020.06.21.;Mālpils novads;0807400;no 1 līdz 5;0;;;
2020.06.21.;Mārupes novads;0807600;14;no 1 līdz 5;;;
2020.06.21.;Mērsraga novads;0887600;no 1 līdz 5;0;;;
2020.06.21.;Naukšēnu novads;0967300;0;0;;;
2020.06.21.;Neretas novads;0327100;no 1 līdz 5;0;;;
2020.06.21.;Nīcas novads;0647900;0;0;;;
2020.06.21.;Ogres novads;0740202;9;0;;;
2020.06.21.;Olaines novads;0801000;10;0;;;
2020.06.21.;Ozolnieku novads;0546701;10;no 1 līdz 5;;;
2020.06.21.;Pārgaujas novads;0427500;no 1 līdz 5;0;;;
2020.06.21.;Pāvilostas novads;0641401;0;0;;;
2020.06.21.;Pļaviņu novads;0321400;0;0;;;
2020.06.21.;Preiļu novads;0760202;no 1 līdz 5;0;;;
2020.06.21.;Priekules novads;0641600;no 1 līdz 5;0;;;
2020.06.21.;Priekuļu novads;0427300;46;39;;;
2020.06.21.;Raunas novads;0427700;no 1 līdz 5;0;;;
2020.06.21.;Rēzekne;0210000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Rēzeknes novads;0780200;no 1 līdz 5;0;;;
2020.06.21.;Riebiņu novads;0766300;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Rīga;0010000;566;59;;;
2020.06.21.;Rojas novads;0888301;0;0;;;
2020.06.21.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.06.21.;Rucavas novads;0648500;0;0;;;
2020.06.21.;Rugāju novads;0387500;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Rundāles novads;0407700;0;0;;;
2020.06.21.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.06.21.;Salacgrīvas novads;0661400;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Salas novads;0568700;0;0;;;
2020.06.21.;Salaspils novads;0801200;21;no 1 līdz 5;;;
2020.06.21.;Saldus novads;0840200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Saulkrastu novads;0801400;no 1 līdz 5;0;;;
2020.06.21.;Sējas novads;0809200;no 1 līdz 5;0;;;
2020.06.21.;Siguldas novads;0801601;11;no 1 līdz 5;;;
2020.06.21.;Skrīveru novads;0328200;no 1 līdz 5;0;;;
2020.06.21.;Skrundas novads;0621200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Smiltenes novads;0941600;13;no 1 līdz 5;;;
2020.06.21.;Stopiņu novads;0809600;14;no 1 līdz 5;;;
2020.06.21.;Strenču novads;0941800;0;0;;;
2020.06.21.;Talsu novads;0880200;no 1 līdz 5;0;;;
2020.06.21.;Tērvetes novads;0468900;0;0;;;
2020.06.21.;Tukuma novads;0900200;6;no 1 līdz 5;;;
2020.06.21.;Vaiņodes novads;0649300;0;0;;;
2020.06.21.;Valkas novads;0940200;no 1 līdz 5;0;;;
2020.06.21.;Valmiera;0250000;29;6;;;
2020.06.21.;Varakļānu novads;0701800;0;0;;;
2020.06.21.;Vārkavas novads;0769101;0;0;;;
2020.06.21.;Vecpiebalgas novads;0429300;no 1 līdz 5;no 1 līdz 5;;;
2020.06.21.;Vecumnieku novads;0409500;no 1 līdz 5;0;;;
2020.06.21.;Ventspils;0270000;no 1 līdz 5;0;;;
2020.06.21.;Ventspils novads;0980200;no 1 līdz 5;0;;;
2020.06.21.;Viesītes novads;0561800;0;0;;;
2020.06.21.;Viļakas novads;0381600;0;0;;;
2020.06.21.;Viļānu novads;0781800;0;0;;;
2020.06.21.;Zilupes novads;0681801;0;0;;;
2020.06.22.;Adrese nav norādīta;Nav;0;0;;;
2020.06.22.;Aglonas novads;0604300;0;0;;;
2020.06.22.;Aizkraukles novads;0320200;7;0;;;
2020.06.22.;Aizputes novads;0640600;no 1 līdz 5;0;;;
2020.06.22.;Aknīstes novads;0560800;0;0;;;
2020.06.22.;Alojas novads;0661000;no 1 līdz 5;0;;;
2020.06.22.;Alsungas novads;0624200;no 1 līdz 5;0;;;
2020.06.22.;Alūksnes novads;0360200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Amatas novads;0424701;no 1 līdz 5;0;;;
2020.06.22.;Apes novads;0360800;0;0;;;
2020.06.22.;Auces novads;0460800;0;0;;;
2020.06.22.;Ādažu novads;0804400;no 1 līdz 5;0;;;
2020.06.22.;Babītes novads;0804900;11;0;;;
2020.06.22.;Baldones novads;0800600;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Baltinavas novads;0384400;0;0;;;
2020.06.22.;Balvu novads;0380200;0;0;;;
2020.06.22.;Bauskas novads;0400200;17;9;;;
2020.06.22.;Beverīnas novads;0964700;no 1 līdz 5;0;;;
2020.06.22.;Brocēnu novads;0840601;0;0;;;
2020.06.22.;Burtnieku novads;0967101;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Carnikavas novads;0805200;no 1 līdz 5;0;;;
2020.06.22.;Cesvaines novads;0700800;0;0;;;
2020.06.22.;Cēsu novads;0420200;8;no 1 līdz 5;;;
2020.06.22.;Ciblas novads;0684901;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Dagdas novads;0601000;no 1 līdz 5;0;;;
2020.06.22.;Daugavpils;0050000;14;no 1 līdz 5;;;
2020.06.22.;Daugavpils novads;0440200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Dobeles novads;0460200;no 1 līdz 5;0;;;
2020.06.22.;Dundagas novads;0885100;0;0;;;
2020.06.22.;Durbes novads;0640801;no 1 līdz 5;0;;;
2020.06.22.;Engures novads;0905100;no 1 līdz 5;0;;;
2020.06.22.;Ērgļu novads;0705500;0;0;;;
2020.06.22.;Garkalnes novads;0806000;12;no 1 līdz 5;;;
2020.06.22.;Grobiņas novads;0641000;no 1 līdz 5;0;;;
2020.06.22.;Gulbenes novads;0500200;0;0;;;
2020.06.22.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.06.22.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
2020.06.22.;Ilūkstes novads;0440801;0;0;;;
2020.06.22.;Inčukalna novads;0801800;0;0;;;
2020.06.22.;Jaunjelgavas novads;0321000;0;0;;;
2020.06.22.;Jaunpiebalgas novads;0425700;0;0;;;
2020.06.22.;Jaunpils novads;0905700;0;0;;;
2020.06.22.;Jelgava;0090000;27;no 1 līdz 5;;;
2020.06.22.;Jelgavas novads;0540200;8;no 1 līdz 5;;;
2020.06.22.;Jēkabpils;0110000;no 1 līdz 5;0;;;
2020.06.22.;Jēkabpils novads;0560200;0;0;;;
2020.06.22.;Jūrmala;0130000;39;no 1 līdz 5;;;
2020.06.22.;Kandavas novads;0901201;0;0;;;
2020.06.22.;Kārsavas novads;0681000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Kocēnu novads;0960200;13;6;;;
2020.06.22.;Kokneses novads;0326100;no 1 līdz 5;0;;;
2020.06.22.;Krāslavas novads;0600202;0;0;;;
2020.06.22.;Krimuldas novads;0806900;0;0;;;
2020.06.22.;Krustpils novads;0566900;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Kuldīgas novads;0620200;6;no 1 līdz 5;;;
2020.06.22.;Ķeguma novads;0741001;no 1 līdz 5;0;;;
2020.06.22.;Ķekavas novads;0800800;19;no 1 līdz 5;;;
2020.06.22.;Lielvārdes novads;0741401;10;no 1 līdz 5;;;
2020.06.22.;Liepāja;0170000;26;no 1 līdz 5;;;
2020.06.22.;Limbažu novads;0660200;15;no 1 līdz 5;;;
2020.06.22.;Līgatnes novads;0421200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Līvānu novads;0761201;0;0;;;
2020.06.22.;Lubānas novads;0701400;0;0;;;
2020.06.22.;Ludzas novads;0680200;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Madonas novads;0700200;0;0;;;
2020.06.22.;Mazsalacas novads;0961000;no 1 līdz 5;0;;;
2020.06.22.;Mālpils novads;0807400;no 1 līdz 5;0;;;
2020.06.22.;Mārupes novads;0807600;14;no 1 līdz 5;;;
2020.06.22.;Mērsraga novads;0887600;no 1 līdz 5;0;;;
2020.06.22.;Naukšēnu novads;0967300;0;0;;;
2020.06.22.;Neretas novads;0327100;no 1 līdz 5;0;;;
2020.06.22.;Nīcas novads;0647900;0;0;;;
2020.06.22.;Ogres novads;0740202;9;0;;;
2020.06.22.;Olaines novads;0801000;10;0;;;
2020.06.22.;Ozolnieku novads;0546701;10;no 1 līdz 5;;;
2020.06.22.;Pārgaujas novads;0427500;no 1 līdz 5;0;;;
2020.06.22.;Pāvilostas novads;0641401;0;0;;;
2020.06.22.;Pļaviņu novads;0321400;0;0;;;
2020.06.22.;Preiļu novads;0760202;no 1 līdz 5;0;;;
2020.06.22.;Priekules novads;0641600;no 1 līdz 5;0;;;
2020.06.22.;Priekuļu novads;0427300;46;39;;;
2020.06.22.;Raunas novads;0427700;no 1 līdz 5;0;;;
2020.06.22.;Rēzekne;0210000;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Rēzeknes novads;0780200;no 1 līdz 5;0;;;
2020.06.22.;Riebiņu novads;0766300;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Rīga;0010000;566;59;;;
2020.06.22.;Rojas novads;0888301;0;0;;;
2020.06.22.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.06.22.;Rucavas novads;0648500;0;0;;;
2020.06.22.;Rugāju novads;0387500;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Rundāles novads;0407700;0;0;;;
2020.06.22.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.06.22.;Salacgrīvas novads;0661400;no 1 līdz 5;no 1 līdz 5;;;
2020.06.22.;Salas novads;0568700;0;0;;;
2020.06.22.;Salaspils novads;0801200;21;no 1 līdz 5;;;
