Datums;AdministrativiTeritorialasVienibasNosaukums;ATVK;ApstiprinataCOVID19infekcija;AktivaCOVID19infekcija;;;
2020.05.11.;Stopiņu novads;0809600;13;...;;;
2020.05.11.;Strenču novads;0941800;0;...;;;
2020.05.11.;Talsu novads;0880200;no 1 līdz 5;...;;;
2020.05.11.;Tērvetes novads;0468900;0;...;;;
2020.05.11.;Tukuma novads;0900200;no 1 līdz 5;...;;;
2020.05.11.;Vaiņodes novads;0649300;0;...;;;
2020.05.11.;Valkas novads;0940200;no 1 līdz 5;...;;;
2020.05.11.;Valmiera;0250000;21;...;;;
2020.05.11.;Varakļānu novads;0701800;0;...;;;
2020.05.11.;Vārkavas novads;0769101;0;...;;;
2020.05.11.;Vecpiebalgas novads;0429300;0;...;;;
2020.05.11.;Vecumnieku novads;0409500;no 1 līdz 5;...;;;
2020.05.11.;Ventspils;0270000;no 1 līdz 5;...;;;
2020.05.11.;Ventspils novads;0980200;no 1 līdz 5;...;;;
2020.05.11.;Viesītes novads;0561800;0;...;;;
2020.05.11.;Viļakas novads;0381600;0;...;;;
2020.05.11.;Viļānu novads;0781800;0;...;;;
2020.05.11.;Zilupes novads;0681801;0;...;;;
2020.05.12.;Adrese nav norādīta;Nav;0;...;;;
2020.05.12.;Aglonas novads;0604300;0;...;;;
2020.05.12.;Aizkraukles novads;0320200;7;...;;;
2020.05.12.;Aizputes novads;0640600;no 1 līdz 5;...;;;
2020.05.12.;Aknīstes novads;0560800;0;...;;;
2020.05.12.;Alojas novads;0661000;no 1 līdz 5;...;;;
2020.05.12.;Alsungas novads;0624200;no 1 līdz 5;...;;;
2020.05.12.;Alūksnes novads;0360200;no 1 līdz 5;...;;;
2020.05.12.;Amatas novads;0424701;no 1 līdz 5;...;;;
2020.05.12.;Apes novads;0360800;0;...;;;
2020.05.12.;Auces novads;0460800;0;...;;;
2020.05.12.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.12.;Babītes novads;0804900;11;...;;;
2020.05.12.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.12.;Baltinavas novads;0384400;0;...;;;
2020.05.12.;Balvu novads;0380200;0;...;;;
2020.05.12.;Bauskas novads;0400200;8;...;;;
2020.05.12.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.12.;Brocēnu novads;0840601;0;...;;;
2020.05.12.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.12.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.12.;Cesvaines novads;0700800;0;...;;;
2020.05.12.;Cēsu novads;0420200;7;...;;;
2020.05.12.;Ciblas novads;0684901;0;...;;;
2020.05.12.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.12.;Daugavpils;0050000;10;...;;;
2020.05.12.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.12.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.12.;Dundagas novads;0885100;0;...;;;
2020.05.12.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.12.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.12.;Ērgļu novads;0705500;0;...;;;
2020.05.12.;Garkalnes novads;0806000;8;...;;;
2020.05.12.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.12.;Gulbenes novads;0500200;0;...;;;
2020.05.12.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.12.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.12.;Ilūkstes novads;0440801;0;...;;;
2020.05.12.;Inčukalna novads;0801800;0;...;;;
2020.05.12.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.12.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.12.;Jaunpils novads;0905700;0;...;;;
2020.05.12.;Jelgava;0090000;23;...;;;
2020.05.12.;Jelgavas novads;0540200;7;...;;;
2020.05.12.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.12.;Jēkabpils novads;0560200;0;...;;;
2020.05.12.;Jūrmala;0130000;36;...;;;
2020.05.12.;Kandavas novads;0901201;0;...;;;
2020.05.12.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.12.;Kocēnu novads;0960200;9;...;;;
2020.05.12.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.12.;Krāslavas novads;0600202;0;...;;;
2020.05.12.;Krimuldas novads;0806900;0;...;;;
2020.05.12.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.12.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.12.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.12.;Ķekavas novads;0800800;15;...;;;
2020.05.12.;Lielvārdes novads;0741401;6;...;;;
2020.05.12.;Liepāja;0170000;21;...;;;
2020.05.12.;Limbažu novads;0660200;15;...;;;
2020.05.12.;Līgatnes novads;0421200;0;...;;;
2020.05.12.;Līvānu novads;0761201;0;...;;;
2020.05.12.;Lubānas novads;0701400;0;...;;;
2020.05.12.;Ludzas novads;0680200;0;...;;;
2020.05.12.;Madonas novads;0700200;0;...;;;
2020.05.12.;Mazsalacas novads;0961000;no 1 līdz 5;...;;;
2020.05.12.;Mālpils novads;0807400;no 1 līdz 5;...;;;
2020.05.12.;Mārupes novads;0807600;12;...;;;
2020.05.12.;Mērsraga novads;0887600;no 1 līdz 5;...;;;
2020.05.12.;Naukšēnu novads;0967300;0;...;;;
2020.05.12.;Neretas novads;0327100;no 1 līdz 5;...;;;
2020.05.12.;Nīcas novads;0647900;0;...;;;
2020.05.12.;Ogres novads;0740202;9;...;;;
2020.05.12.;Olaines novads;0801000;10;...;;;
2020.05.12.;Ozolnieku novads;0546701;10;...;;;
2020.05.12.;Pārgaujas novads;0427500;no 1 līdz 5;...;;;
2020.05.12.;Pāvilostas novads;0641401;0;...;;;
2020.05.12.;Pļaviņu novads;0321400;0;...;;;
2020.05.12.;Preiļu novads;0760202;no 1 līdz 5;...;;;
2020.05.12.;Priekules novads;0641600;no 1 līdz 5;...;;;
2020.05.12.;Priekuļu novads;0427300;no 1 līdz 5;...;;;
2020.05.12.;Raunas novads;0427700;no 1 līdz 5;...;;;
2020.05.12.;Rēzekne;0210000;no 1 līdz 5;...;;;
2020.05.12.;Rēzeknes novads;0780200;no 1 līdz 5;...;;;
2020.05.12.;Riebiņu novads;0766300;no 1 līdz 5;...;;;
2020.05.12.;Rīga;0010000;523;...;;;
2020.05.12.;Rojas novads;0888301;0;...;;;
2020.05.12.;Ropažu novads;0808400;no 1 līdz 5;...;;;
2020.05.12.;Rucavas novads;0648500;0;...;;;
2020.05.12.;Rugāju novads;0387500;0;...;;;
2020.05.12.;Rundāles novads;0407700;0;...;;;
2020.05.12.;Rūjienas novads;0961600;no 1 līdz 5;...;;;
2020.05.12.;Salacgrīvas novads;0661400;no 1 līdz 5;...;;;
2020.05.12.;Salas novads;0568700;0;...;;;
2020.05.12.;Salaspils novads;0801200;21;...;;;
2020.05.12.;Saldus novads;0840200;no 1 līdz 5;...;;;
2020.05.12.;Saulkrastu novads;0801400;no 1 līdz 5;...;;;
2020.05.12.;Sējas novads;0809200;no 1 līdz 5;...;;;
2020.05.12.;Siguldas novads;0801601;11;...;;;
2020.05.12.;Skrīveru novads;0328200;no 1 līdz 5;...;;;
2020.05.12.;Skrundas novads;0621200;no 1 līdz 5;...;;;
2020.05.12.;Smiltenes novads;0941600;9;...;;;
2020.05.12.;Stopiņu novads;0809600;13;...;;;
2020.05.12.;Strenču novads;0941800;0;...;;;
2020.05.12.;Talsu novads;0880200;no 1 līdz 5;...;;;
2020.05.12.;Tērvetes novads;0468900;0;...;;;
2020.05.12.;Tukuma novads;0900200;no 1 līdz 5;...;;;
2020.05.12.;Vaiņodes novads;0649300;0;...;;;
2020.05.12.;Valkas novads;0940200;no 1 līdz 5;...;;;
2020.05.12.;Valmiera;0250000;21;...;;;
2020.05.12.;Varakļānu novads;0701800;0;...;;;
2020.05.12.;Vārkavas novads;0769101;0;...;;;
2020.05.12.;Vecpiebalgas novads;0429300;0;...;;;
2020.05.12.;Vecumnieku novads;0409500;no 1 līdz 5;...;;;
2020.05.12.;Ventspils;0270000;no 1 līdz 5;...;;;
2020.05.12.;Ventspils novads;0980200;no 1 līdz 5;...;;;
2020.05.12.;Viesītes novads;0561800;0;...;;;
2020.05.12.;Viļakas novads;0381600;0;...;;;
2020.05.12.;Viļānu novads;0781800;0;...;;;
2020.05.12.;Zilupes novads;0681801;0;...;;;
2020.05.13.;Adrese nav norādīta;Nav;0;...;;;
2020.05.13.;Aglonas novads;0604300;0;...;;;
2020.05.13.;Aizkraukles novads;0320200;7;...;;;
2020.05.13.;Aizputes novads;0640600;no 1 līdz 5;...;;;
2020.05.13.;Aknīstes novads;0560800;0;...;;;
2020.05.13.;Alojas novads;0661000;no 1 līdz 5;...;;;
2020.05.13.;Alsungas novads;0624200;no 1 līdz 5;...;;;
2020.05.13.;Alūksnes novads;0360200;no 1 līdz 5;...;;;
2020.05.13.;Amatas novads;0424701;no 1 līdz 5;...;;;
2020.05.13.;Apes novads;0360800;0;...;;;
2020.05.13.;Auces novads;0460800;0;...;;;
2020.05.13.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.13.;Babītes novads;0804900;11;...;;;
2020.05.13.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.13.;Baltinavas novads;0384400;0;...;;;
2020.05.13.;Balvu novads;0380200;0;...;;;
2020.05.13.;Bauskas novads;0400200;8;...;;;
2020.05.13.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.13.;Brocēnu novads;0840601;0;...;;;
2020.05.13.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.13.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.13.;Cesvaines novads;0700800;0;...;;;
2020.05.13.;Cēsu novads;0420200;7;...;;;
2020.05.13.;Ciblas novads;0684901;0;...;;;
2020.05.13.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.13.;Daugavpils;0050000;11;...;;;
2020.05.13.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.13.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.13.;Dundagas novads;0885100;0;...;;;
2020.05.13.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.13.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.13.;Ērgļu novads;0705500;0;...;;;
2020.05.13.;Garkalnes novads;0806000;8;...;;;
2020.05.13.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.13.;Gulbenes novads;0500200;0;...;;;
2020.05.13.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.13.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.13.;Ilūkstes novads;0440801;0;...;;;
2020.05.13.;Inčukalna novads;0801800;0;...;;;
2020.05.13.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.13.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.13.;Jaunpils novads;0905700;0;...;;;
2020.05.13.;Jelgava;0090000;23;...;;;
2020.05.13.;Jelgavas novads;0540200;7;...;;;
2020.05.13.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.13.;Jēkabpils novads;0560200;0;...;;;
2020.05.13.;Jūrmala;0130000;36;...;;;
2020.05.13.;Kandavas novads;0901201;0;...;;;
2020.05.13.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.13.;Kocēnu novads;0960200;9;...;;;
2020.05.13.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.13.;Krāslavas novads;0600202;0;...;;;
2020.05.13.;Krimuldas novads;0806900;0;...;;;
2020.05.13.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.13.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.13.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.13.;Ķekavas novads;0800800;15;...;;;
2020.05.13.;Lielvārdes novads;0741401;6;...;;;
2020.05.13.;Liepāja;0170000;21;...;;;
2020.05.13.;Limbažu novads;0660200;15;...;;;
2020.05.13.;Līgatnes novads;0421200;0;...;;;
2020.05.13.;Līvānu novads;0761201;0;...;;;
2020.05.13.;Lubānas novads;0701400;0;...;;;
2020.05.13.;Ludzas novads;0680200;0;...;;;
2020.05.13.;Madonas novads;0700200;0;...;;;
2020.05.13.;Mazsalacas novads;0961000;no 1 līdz 5;...;;;
2020.05.13.;Mālpils novads;0807400;no 1 līdz 5;...;;;
2020.05.13.;Mārupes novads;0807600;12;...;;;
2020.05.13.;Mērsraga novads;0887600;no 1 līdz 5;...;;;
2020.05.13.;Naukšēnu novads;0967300;0;...;;;
2020.05.13.;Neretas novads;0327100;no 1 līdz 5;...;;;
2020.05.13.;Nīcas novads;0647900;0;...;;;
2020.05.13.;Ogres novads;0740202;9;...;;;
2020.05.13.;Olaines novads;0801000;10;...;;;
2020.05.13.;Ozolnieku novads;0546701;10;...;;;
2020.05.13.;Pārgaujas novads;0427500;no 1 līdz 5;...;;;
2020.05.13.;Pāvilostas novads;0641401;0;...;;;
2020.05.13.;Pļaviņu novads;0321400;0;...;;;
2020.05.13.;Preiļu novads;0760202;no 1 līdz 5;...;;;
2020.05.13.;Priekules novads;0641600;no 1 līdz 5;...;;;
2020.05.13.;Priekuļu novads;0427300;no 1 līdz 5;...;;;
2020.05.13.;Raunas novads;0427700;no 1 līdz 5;...;;;
2020.05.13.;Rēzekne;0210000;no 1 līdz 5;...;;;
2020.05.13.;Rēzeknes novads;0780200;no 1 līdz 5;...;;;
2020.05.13.;Riebiņu novads;0766300;no 1 līdz 5;...;;;
2020.05.13.;Rīga;0010000;523;...;;;
2020.05.13.;Rojas novads;0888301;0;...;;;
2020.05.13.;Ropažu novads;0808400;no 1 līdz 5;...;;;
2020.05.13.;Rucavas novads;0648500;0;...;;;
2020.05.13.;Rugāju novads;0387500;0;...;;;
2020.05.13.;Rundāles novads;0407700;0;...;;;
2020.05.13.;Rūjienas novads;0961600;no 1 līdz 5;...;;;
2020.05.13.;Salacgrīvas novads;0661400;no 1 līdz 5;...;;;
2020.05.13.;Salas novads;0568700;0;...;;;
2020.05.13.;Salaspils novads;0801200;21;...;;;
2020.05.13.;Saldus novads;0840200;no 1 līdz 5;...;;;
2020.05.13.;Saulkrastu novads;0801400;no 1 līdz 5;...;;;
2020.05.13.;Sējas novads;0809200;no 1 līdz 5;...;;;
2020.05.13.;Siguldas novads;0801601;11;...;;;
2020.05.13.;Skrīveru novads;0328200;no 1 līdz 5;...;;;
2020.05.13.;Skrundas novads;0621200;no 1 līdz 5;...;;;
2020.05.13.;Smiltenes novads;0941600;9;...;;;
2020.05.13.;Stopiņu novads;0809600;13;...;;;
2020.05.13.;Strenču novads;0941800;0;...;;;
2020.05.13.;Talsu novads;0880200;no 1 līdz 5;...;;;
2020.05.13.;Tērvetes novads;0468900;0;...;;;
2020.05.13.;Tukuma novads;0900200;no 1 līdz 5;...;;;
2020.05.13.;Vaiņodes novads;0649300;0;...;;;
2020.05.13.;Valkas novads;0940200;no 1 līdz 5;...;;;
2020.05.13.;Valmiera;0250000;21;...;;;
2020.05.13.;Varakļānu novads;0701800;0;...;;;
2020.05.13.;Vārkavas novads;0769101;0;...;;;
2020.05.13.;Vecpiebalgas novads;0429300;0;...;;;
2020.05.13.;Vecumnieku novads;0409500;no 1 līdz 5;...;;;
2020.05.13.;Ventspils;0270000;no 1 līdz 5;...;;;
2020.05.13.;Ventspils novads;0980200;no 1 līdz 5;...;;;
2020.05.13.;Viesītes novads;0561800;0;...;;;
2020.05.13.;Viļakas novads;0381600;0;...;;;
2020.05.13.;Viļānu novads;0781800;0;...;;;
2020.05.13.;Zilupes novads;0681801;0;...;;;
2020.05.14.;Adrese nav norādīta;Nav;0;...;;;
2020.05.14.;Aglonas novads;0604300;0;...;;;
2020.05.14.;Aizkraukles novads;0320200;7;...;;;
2020.05.14.;Aizputes novads;0640600;no 1 līdz 5;...;;;
2020.05.14.;Aknīstes novads;0560800;0;...;;;
2020.05.14.;Alojas novads;0661000;no 1 līdz 5;...;;;
2020.05.14.;Alsungas novads;0624200;no 1 līdz 5;...;;;
2020.05.14.;Alūksnes novads;0360200;no 1 līdz 5;...;;;
2020.05.14.;Amatas novads;0424701;no 1 līdz 5;...;;;
2020.05.14.;Apes novads;0360800;0;...;;;
2020.05.14.;Auces novads;0460800;0;...;;;
2020.05.14.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.14.;Babītes novads;0804900;11;...;;;
2020.05.14.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.14.;Baltinavas novads;0384400;0;...;;;
2020.05.14.;Balvu novads;0380200;0;...;;;
2020.05.14.;Bauskas novads;0400200;8;...;;;
2020.05.14.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.14.;Brocēnu novads;0840601;0;...;;;
2020.05.14.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.14.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.14.;Cesvaines novads;0700800;0;...;;;
2020.05.14.;Cēsu novads;0420200;7;...;;;
2020.05.14.;Ciblas novads;0684901;0;...;;;
2020.05.14.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.14.;Daugavpils;0050000;13;...;;;
2020.05.14.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.14.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.14.;Dundagas novads;0885100;0;...;;;
2020.05.14.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.14.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.14.;Ērgļu novads;0705500;0;...;;;
2020.05.14.;Garkalnes novads;0806000;8;...;;;
2020.05.14.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.14.;Gulbenes novads;0500200;0;...;;;
2020.05.14.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.14.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.14.;Ilūkstes novads;0440801;0;...;;;
2020.05.14.;Inčukalna novads;0801800;0;...;;;
2020.05.14.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.14.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.14.;Jaunpils novads;0905700;0;...;;;
2020.05.14.;Jelgava;0090000;23;...;;;
2020.05.14.;Jelgavas novads;0540200;7;...;;;
2020.05.14.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.14.;Jēkabpils novads;0560200;0;...;;;
2020.05.14.;Jūrmala;0130000;36;...;;;
2020.05.14.;Kandavas novads;0901201;0;...;;;
2020.05.14.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.14.;Kocēnu novads;0960200;9;...;;;
2020.05.14.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.14.;Krāslavas novads;0600202;0;...;;;
2020.05.14.;Krimuldas novads;0806900;0;...;;;
2020.05.14.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.14.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.14.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.14.;Ķekavas novads;0800800;16;...;;;
2020.05.14.;Lielvārdes novads;0741401;6;...;;;
2020.05.14.;Liepāja;0170000;21;...;;;
2020.05.14.;Limbažu novads;0660200;15;...;;;
2020.05.14.;Līgatnes novads;0421200;0;...;;;
2020.05.14.;Līvānu novads;0761201;0;...;;;
2020.05.14.;Lubānas novads;0701400;0;...;;;
2020.05.14.;Ludzas novads;0680200;0;...;;;
2020.05.14.;Madonas novads;0700200;0;...;;;
2020.05.14.;Mazsalacas novads;0961000;no 1 līdz 5;...;;;
2020.05.14.;Mālpils novads;0807400;no 1 līdz 5;...;;;
2020.05.14.;Mārupes novads;0807600;13;...;;;
2020.05.14.;Mērsraga novads;0887600;no 1 līdz 5;...;;;
2020.05.14.;Naukšēnu novads;0967300;0;...;;;
2020.05.14.;Neretas novads;0327100;no 1 līdz 5;...;;;
2020.05.14.;Nīcas novads;0647900;0;...;;;
2020.05.14.;Ogres novads;0740202;9;...;;;
2020.05.14.;Olaines novads;0801000;10;...;;;
2020.05.14.;Ozolnieku novads;0546701;10;...;;;
2020.05.14.;Pārgaujas novads;0427500;no 1 līdz 5;...;;;
2020.05.14.;Pāvilostas novads;0641401;0;...;;;
2020.05.14.;Pļaviņu novads;0321400;0;...;;;
2020.05.14.;Preiļu novads;0760202;no 1 līdz 5;...;;;
2020.05.14.;Priekules novads;0641600;no 1 līdz 5;...;;;
2020.05.14.;Priekuļu novads;0427300;8;...;;;
2020.05.14.;Raunas novads;0427700;no 1 līdz 5;...;;;
2020.05.14.;Rēzekne;0210000;no 1 līdz 5;...;;;
2020.05.14.;Rēzeknes novads;0780200;no 1 līdz 5;...;;;
2020.05.14.;Riebiņu novads;0766300;no 1 līdz 5;...;;;
2020.05.14.;Rīga;0010000;523;...;;;
2020.05.14.;Rojas novads;0888301;0;...;;;
2020.05.14.;Ropažu novads;0808400;no 1 līdz 5;...;;;
2020.05.14.;Rucavas novads;0648500;0;...;;;
2020.05.14.;Rugāju novads;0387500;0;...;;;
2020.05.14.;Rundāles novads;0407700;0;...;;;
2020.05.14.;Rūjienas novads;0961600;no 1 līdz 5;...;;;
2020.05.14.;Salacgrīvas novads;0661400;no 1 līdz 5;...;;;
2020.05.14.;Salas novads;0568700;0;...;;;
2020.05.14.;Salaspils novads;0801200;21;...;;;
2020.05.14.;Saldus novads;0840200;no 1 līdz 5;...;;;
2020.05.14.;Saulkrastu novads;0801400;no 1 līdz 5;...;;;
2020.05.14.;Sējas novads;0809200;no 1 līdz 5;...;;;
2020.05.14.;Siguldas novads;0801601;11;...;;;
2020.05.14.;Skrīveru novads;0328200;no 1 līdz 5;...;;;
2020.05.14.;Skrundas novads;0621200;no 1 līdz 5;...;;;
2020.05.14.;Smiltenes novads;0941600;11;...;;;
2020.05.14.;Stopiņu novads;0809600;13;...;;;
2020.05.14.;Strenču novads;0941800;0;...;;;
2020.05.14.;Talsu novads;0880200;no 1 līdz 5;...;;;
2020.05.14.;Tērvetes novads;0468900;0;...;;;
2020.05.14.;Tukuma novads;0900200;no 1 līdz 5;...;;;
2020.05.14.;Vaiņodes novads;0649300;0;...;;;
2020.05.14.;Valkas novads;0940200;no 1 līdz 5;...;;;
2020.05.14.;Valmiera;0250000;22;...;;;
2020.05.14.;Varakļānu novads;0701800;0;...;;;
2020.05.14.;Vārkavas novads;0769101;0;...;;;
2020.05.14.;Vecpiebalgas novads;0429300;0;...;;;
2020.05.14.;Vecumnieku novads;0409500;no 1 līdz 5;...;;;
2020.05.14.;Ventspils;0270000;no 1 līdz 5;...;;;
2020.05.14.;Ventspils novads;0980200;no 1 līdz 5;...;;;
2020.05.14.;Viesītes novads;0561800;0;...;;;
2020.05.14.;Viļakas novads;0381600;0;...;;;
2020.05.14.;Viļānu novads;0781800;0;...;;;
2020.05.14.;Zilupes novads;0681801;0;...;;;
2020.05.15.;Adrese nav norādīta;Nav;0;...;;;
2020.05.15.;Aglonas novads;0604300;0;...;;;
2020.05.15.;Aizkraukles novads;0320200;7;...;;;
2020.05.15.;Aizputes novads;0640600;no 1 līdz 5;...;;;
2020.05.15.;Aknīstes novads;0560800;0;...;;;
2020.05.15.;Alojas novads;0661000;no 1 līdz 5;...;;;
2020.05.15.;Alsungas novads;0624200;no 1 līdz 5;...;;;
2020.05.15.;Alūksnes novads;0360200;no 1 līdz 5;...;;;
2020.05.15.;Amatas novads;0424701;no 1 līdz 5;...;;;
2020.05.15.;Apes novads;0360800;0;...;;;
2020.05.15.;Auces novads;0460800;0;...;;;
2020.05.15.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.15.;Babītes novads;0804900;11;...;;;
2020.05.15.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.15.;Baltinavas novads;0384400;0;...;;;
2020.05.15.;Balvu novads;0380200;0;...;;;
2020.05.15.;Bauskas novads;0400200;8;...;;;
2020.05.15.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.15.;Brocēnu novads;0840601;0;...;;;
2020.05.15.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.15.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.15.;Cesvaines novads;0700800;0;...;;;
2020.05.15.;Cēsu novads;0420200;7;...;;;
2020.05.15.;Ciblas novads;0684901;0;...;;;
2020.05.15.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.15.;Daugavpils;0050000;13;...;;;
2020.05.15.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.15.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.15.;Dundagas novads;0885100;0;...;;;
2020.05.15.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.15.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.15.;Ērgļu novads;0705500;0;...;;;
2020.05.15.;Garkalnes novads;0806000;8;...;;;
2020.05.15.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.15.;Gulbenes novads;0500200;0;...;;;
2020.05.15.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.15.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.15.;Ilūkstes novads;0440801;0;...;;;
2020.05.15.;Inčukalna novads;0801800;0;...;;;
2020.05.15.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.15.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.15.;Jaunpils novads;0905700;0;...;;;
2020.05.15.;Jelgava;0090000;23;...;;;
2020.05.15.;Jelgavas novads;0540200;7;...;;;
2020.05.15.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.15.;Jēkabpils novads;0560200;0;...;;;
2020.05.15.;Jūrmala;0130000;36;...;;;
2020.05.15.;Kandavas novads;0901201;0;...;;;
2020.05.15.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.15.;Kocēnu novads;0960200;9;...;;;
2020.05.15.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.15.;Krāslavas novads;0600202;0;...;;;
2020.05.15.;Krimuldas novads;0806900;0;...;;;
2020.05.15.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.15.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.15.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.15.;Ķekavas novads;0800800;16;...;;;
2020.05.15.;Lielvārdes novads;0741401;6;...;;;
2020.05.15.;Liepāja;0170000;21;...;;;
2020.05.15.;Limbažu novads;0660200;15;...;;;
2020.05.15.;Līgatnes novads;0421200;no 1 līdz 5;...;;;
2020.05.15.;Līvānu novads;0761201;0;...;;;
2020.05.15.;Lubānas novads;0701400;0;...;;;
2020.05.15.;Ludzas novads;0680200;0;...;;;
